3,22.45,41.24,341,283,530,587,587,725,647,739
3.1,22.45,41.24,339,284,531,587,587,725,647,739
3.21,22.45,41.24,339,283,531,586,588,725,647,740
3.3,22.45,41.24,338,283,531,586,587,725,647,739
3.4,22.45,41.24,340,283,530,587,587,725,647,740
3.5,22.45,41.24,338,284,531,587,587,725,647,740
3.6,22.45,41.24,338,283,531,587,587,725,647,739
3.7,22.46,41.24,338,283,531,587,587,725,647,739
3.8,22.46,41.24,338,283,530,586,587,725,647,739
3.91,22.46,41.24,338,283,531,587,587,725,647,740
4.01,22.46,41.24,338,283,530,586,587,725,647,740
4.11,22.46,41.24,338,283,531,586,587,725,647,740
4.2,22.46,41.24,339,283,531,587,587,725,647,739
4.3,22.46,41.24,340,283,530,586,587,725,647,740
4.4,22.46,41.24,339,283,531,586,587,725,647,740
4.5,22.46,41.24,338,283,530,586,587,725,647,739
4.6,22.46,41.24,340,283,531,587,587,725,647,739
4.7,22.46,41.24,338,283,531,586,587,725,647,739
4.81,22.44,41.23,338,284,530,586,587,725,647,740
4.91,22.44,41.23,338,283,530,586,587,725,647,740
5.01,22.44,41.23,340,283,531,586,587,725,647,740
5.1,22.44,41.23,338,283,531,586,587,725,647,740
5.2,22.44,41.23,339,283,531,586,587,725,647,740
5.3,22.44,41.23,338,284,531,586,587,725,647,739
5.4,22.44,41.23,339,283,530,586,587,724,647,740
5.5,22.44,41.23,338,283,531,586,587,725,647,740
5.6,22.44,41.23,339,283,531,586,587,725,647,739
5.7,22.44,41.23,338,283,530,586,587,725,647,740
5.81,22.46,41.27,338,283,530,586,587,724,647,740
5.91,22.46,41.27,338,283,531,586,587,725,647,739
6.01,22.46,41.27,338,283,530,586,587,725,647,739
6.1,22.46,41.27,339,283,531,586,587,725,647,740
6.2,22.46,41.27,338,283,531,586,587,725,647,740
6.3,22.46,41.27,338,283,530,586,587,724,647,740
6.4,22.46,41.27,338,283,531,586,587,725,647,740
6.5,22.46,41.27,338,283,530,586,587,725,647,740
6.6,22.46,41.27,338,283,531,586,587,725,647,740
6.7,22.46,41.27,338,283,530,586,587,725,647,740
6.8,22.45,41.23,338,283,531,586,587,725,648,740
6.9,22.45,41.23,339,283,530,586,587,725,647,740
7,22.45,41.23,338,283,531,586,587,724,648,740
7.1,22.45,41.23,339,283,531,586,587,725,648,740
7.2,22.45,41.23,340,284,531,586,588,725,647,740
7.3,22.45,41.23,339,283,530,586,587,725,648,740
7.4,22.45,41.23,340,283,531,586,587,725,647,740
7.5,22.45,41.23,339,283,531,586,587,725,647,740
7.6,22.45,41.23,338,283,531,587,588,725,647,740
7.69,22.45,41.23,338,283,531,587,587,725,648,740
7.81,22.46,41.24,338,284,531,586,587,725,647,740
7.91,22.46,41.24,339,283,531,586,587,725,648,740
8,22.46,41.24,339,283,530,586,587,725,648,740
8.1,22.46,41.24,339,283,530,587,587,725,647,740
8.2,22.46,41.24,338,283,531,586,588,725,648,740
8.3,22.46,41.24,339,282,531,586,588,724,648,740
8.4,22.46,41.24,338,283,531,586,587,725,647,740
8.5,22.46,41.24,339,283,531,586,588,725,648,741
8.61,22.46,41.24,339,284,531,586,588,725,647,741
8.71,22.46,41.24,340,283,531,586,587,725,647,740
8.81,22.45,41.23,338,283,530,586,588,725,647,740
8.91,22.45,41.23,338,283,530,586,587,725,648,740
8.99,22.45,41.23,338,283,531,586,587,725,648,740
9.11,22.45,41.23,340,284,531,586,587,724,648,740
9.2,22.45,41.23,340,283,531,586,587,725,647,741
9.3,22.45,41.23,339,283,531,586,587,725,647,740
9.4,22.45,41.23,339,283,531,586,587,725,648,740
9.5,22.45,41.23,338,283,531,586,587,725,648,741
9.6,22.45,41.23,339,283,531,586,587,725,648,741
9.7,22.45,41.23,338,283,532,586,587,725,648,741
9.8,22.43,41.23,338,284,531,586,587,725,648,741
9.9,22.43,41.23,338,283,530,587,587,725,648,741
10,22.43,41.23,338,283,531,587,588,725,648,740
10.1,22.43,41.23,338,283,531,586,587,725,648,740
10.2,22.43,41.23,339,284,531,586,588,724,648,741
10.3,22.43,41.23,338,283,531,586,588,725,648,740
10.4,22.43,41.23,338,283,530,586,587,725,648,740
10.51,22.43,41.23,338,283,530,586,588,725,648,741
10.61,22.43,41.23,338,283,530,586,587,725,648,740
10.71,22.43,41.23,338,283,530,587,588,725,648,741
10.79,22.43,41.23,338,283,531,587,587,725,647,740
10.89,22.45,41.23,338,283,530,586,587,724,647,741
11,22.45,41.23,338,283,531,587,587,724,648,741
11.11,22.45,41.23,338,283,530,586,587,725,648,741
11.21,22.45,41.23,338,283,531,587,588,725,648,741
11.31,22.45,41.23,338,283,530,586,588,725,648,741
11.4,22.45,41.23,339,283,531,586,587,725,647,741
11.51,22.45,41.23,338,283,531,586,588,725,648,741
11.61,22.45,41.23,341,283,530,586,588,725,648,741
11.71,22.45,41.23,339,283,530,587,587,725,648,741
11.79,22.45,41.23,340,283,531,587,588,725,648,741
11.79,22.45,41.23,340,283,531,587,588,725,648,741
11.79,22.45,41.23,340,283,531,587,588,725,648,741
12.29,22.46,41.24,341,283,531,587,588,724,648,742
12.29,22.46,41.24,341,283,531,587,588,724,648,742
12.31,22.46,41.24,339,283,531,587,588,725,649,741
12.41,22.46,41.24,338,283,531,587,588,725,648,742
12.49,22.46,41.24,339,283,531,587,587,725,648,742
12.61,22.46,41.24,338,283,530,587,588,725,648,742
12.7,22.46,41.24,338,283,531,587,588,725,648,742
12.8,22.46,41.24,338,283,531,587,588,725,649,741
12.9,22.45,41.27,341,283,530,588,588,725,649,742
13,22.45,41.27,339,283,531,587,588,725,649,742
13.1,22.45,41.27,338,283,530,588,588,725,649,742
13.2,22.45,41.27,338,284,532,587,589,725,648,741
13.3,22.45,41.27,339,283,531,587,588,725,648,742
13.4,22.45,41.27,339,283,531,587,588,726,649,742
13.51,22.45,41.27,340,284,531,587,588,726,649,742
13.61,22.45,41.27,339,283,531,587,589,725,649,743
13.7,22.45,41.27,338,283,532,588,588,725,648,742
