2.99,21.56,37.47,348,297,555,623,604,739,660,755
3.11,21.56,37.47,349,298,554,623,604,739,660,756
3.2,21.56,37.47,349,297,554,623,604,739,660,756
3.31,21.56,37.47,348,298,555,623,604,739,660,755
3.39,21.56,37.47,349,297,554,623,604,739,660,755
3.51,21.56,37.47,348,297,554,623,604,739,660,756
3.59,21.56,37.47,348,298,554,623,604,739,661,756
3.71,21.56,37.47,349,297,554,623,604,739,661,756
3.81,21.57,37.47,348,298,554,623,604,739,661,756
3.9,21.57,37.47,349,297,555,622,604,739,661,756
4.01,21.57,37.47,348,298,554,623,604,740,660,755
4.09,21.57,37.47,348,298,555,623,604,739,660,756
4.2,21.57,37.47,348,298,555,623,605,739,661,756
4.3,21.57,37.47,349,297,554,623,605,739,661,756
4.4,21.57,37.47,349,297,555,622,604,739,661,756
4.5,21.57,37.47,348,298,554,623,604,739,660,756
4.61,21.57,37.47,349,298,554,622,605,739,661,756
4.7,21.57,37.47,351,297,554,622,604,740,661,756
4.8,21.56,37.51,349,298,554,623,604,739,660,756
4.9,21.56,37.51,349,298,554,623,604,739,661,756
5.01,21.56,37.51,349,297,554,622,605,740,660,756
5.1,21.56,37.51,349,297,554,623,605,739,661,756
5.2,21.56,37.51,350,298,554,622,605,739,660,756
5.31,21.56,37.51,349,297,554,622,604,739,660,756
5.41,21.56,37.51,349,298,554,623,604,739,661,756
5.51,21.56,37.51,348,298,554,623,605,739,661,757
5.6,21.56,37.51,349,298,554,622,604,739,661,756
5.7,21.56,37.51,349,298,554,623,604,740,661,756
5.81,21.57,37.47,349,298,554,622,604,739,660,756
5.9,21.57,37.47,349,297,554,622,605,739,661,757
6,21.57,37.47,349,298,555,623,605,739,661,756
6.1,21.57,37.47,349,297,554,622,604,739,661,756
6.2,21.57,37.47,350,298,554,623,604,739,661,757
6.3,21.57,37.47,349,297,554,623,604,739,661,756
6.4,21.57,37.47,349,297,554,622,604,739,661,757
6.51,21.57,37.47,349,297,555,622,604,739,661,757
6.6,21.57,37.47,351,298,555,623,605,739,661,756
6.7,21.57,37.47,348,297,554,622,604,739,661,757
6.79,21.57,37.47,348,297,555,623,605,739,661,756
6.9,21.56,37.47,349,298,555,623,605,739,661,757
7.01,21.56,37.47,348,298,554,622,604,739,661,756
7.1,21.56,37.47,350,297,554,622,604,739,661,757
7.2,21.56,37.47,348,298,555,622,605,740,661,756
7.3,21.56,37.47,348,298,555,623,605,740,661,757
7.4,21.56,37.47,349,297,554,622,604,739,662,757
7.51,21.56,37.47,351,298,554,623,605,740,661,756
7.6,21.56,37.47,348,298,555,622,604,739,662,757
7.7,21.56,37.47,349,297,554,622,605,740,661,757
7.8,21.56,37.47,349,298,555,622,604,739,662,757
7.9,21.56,37.51,349,297,555,623,604,740,661,757
8,21.56,37.51,349,298,554,622,605,740,661,757
8.1,21.56,37.51,349,298,554,622,605,739,661,757
8.2,21.56,37.51,351,298,555,622,605,740,662,757
8.3,21.56,37.51,349,298,554,623,605,740,661,757
8.41,21.56,37.51,350,298,555,623,605,740,661,757
8.5,21.56,37.51,349,297,555,622,605,739,661,757
8.6,21.56,37.51,349,297,555,623,604,739,662,757
8.7,21.56,37.51,350,297,555,623,605,739,662,757
